Ward Code,Borough,Ward,b_w,All people,White,Mixed,Asian,Black,Chinese/Other,White British,White Irish,White Other White,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Mixed Other Mixed,Asian or Asian British Indian,Asian or Asian British Pakistani,Asian or Asian British Bangladeshi,Asian or Asian British Other Asian,Black or Black British Black Caribbean,Black or Black British Black African,Black or Black British Other Black,Chinese or other ethnic group Chinese,Chinese or other ethnic group Other Ethnic Group,% White,% Mixed,% Asian,% Black,% Chinese/Other,% White British,% White Irish,% White Other White,% Mixed White and Black Caribbean,% Mixed White and Black African,% Mixed White and Asian,% Mixed Other Mixed,% Asian or Asian British Indian,% Asian or Asian British Pakistani,% Asian or Asian British Bangladeshi,% Asian or Asian British Other Asian,% Black or Black British Black Caribbean,% Black or Black British Black African,% Black or Black British Other Black,% Chinese or other ethnic group Chinese,% Chinese or other ethnic group Other Ethnic Group
00BDGE,Richmond upon Thames,Kew,Richmond upon ThamesKew,9445,8638,226,306,72,203,7209,270,1159,34,17,95,80,202,21,14,69,40,25,7,80,123,91.5,2.4,3.2,0.8,2.1,76.3,2.9,12.3,0.4,0.2,1,0.8,2.1,0.2,0.1,0.7,0.4,0.3,0.1,0.8,1.3
00BDGF,Richmond upon Thames,Mortlake and Barnes Common,Richmond upon ThamesMortlake and Barnes Common,9925,9220,225,250,96,134,7854,274,1092,47,36,79,63,142,34,17,57,40,48,8,44,90,92.9,2.3,2.5,1,1.4,79.1,2.8,11,0.5,0.4,0.8,0.6,1.4,0.3,0.2,0.6,0.4,0.5,0.1,0.4,0.9
00BDGG,Richmond upon Thames,North Richmond,Richmond upon ThamesNorth Richmond,9767,8782,258,342,112,273,7265,319,1198,38,24,114,82,208,23,61,50,44,57,11,91,182,89.9,2.6,3.5,1.1,2.8,74.4,3.3,12.3,0.4,0.2,1.2,0.8,2.1,0.2,0.6,0.5,0.5,0.6,0.1,0.9,1.9
00BDGH,Richmond upon Thames,St Margarets and North Twickenham,Richmond upon ThamesSt Margarets and North Twickenham,9946,9105,224,388,74,155,7795,326,984,33,36,87,68,264,48,22,54,23,45,6,53,102,91.5,2.3,3.9,0.7,1.6,78.4,3.3,9.9,0.3,0.4,0.9,0.7,2.7,0.5,0.2,0.5,0.2,0.5,0.1,0.5,1
00BDGJ,Richmond upon Thames,South Richmond,Richmond upon ThamesSouth Richmond,10278,9459,191,238,110,280,7289,297,1873,37,12,74,68,138,22,26,52,21,81,8,87,193,92,1.9,2.3,1.1,2.7,70.9,2.9,18.2,0.4,0.1,0.7,0.7,1.3,0.2,0.3,0.5,0.2,0.8,0.1,0.8,1.9
00BDGK,Richmond upon Thames,South Twickenham,Richmond upon ThamesSouth Twickenham,9028,8424,158,275,50,121,7377,398,649,23,14,54,67,198,18,18,41,20,27,3,41,80,93.3,1.8,3,0.6,1.3,81.7,4.4,7.2,0.3,0.2,0.6,0.7,2.2,0.2,0.2,0.5,0.2,0.3,0,0.5,0.9
00BDGL,Richmond upon Thames,Teddington,Richmond upon ThamesTeddington,9615,8946,178,269,58,164,8094,215,637,29,19,85,45,169,24,30,46,27,25,6,78,86,93,1.9,2.8,0.6,1.7,84.2,2.2,6.6,0.3,0.2,0.9,0.5,1.8,0.2,0.3,0.5,0.3,0.3,0.1,0.8,0.9
00BDGM,Richmond upon Thames,Twickenham Riverside,Richmond upon ThamesTwickenham Riverside,9590,8920,185,238,91,156,7397,308,1215,36,19,87,43,157,19,28,34,43,44,4,65,91,93,1.9,2.5,0.9,1.6,77.1,3.2,12.7,0.4,0.2,0.9,0.4,1.6,0.2,0.3,0.4,0.4,0.5,0,0.7,0.9
00BDGN,Richmond upon Thames,West Twickenham,Richmond upon ThamesWest Twickenham,9772,8703,219,532,112,206,7759,286,658,39,24,74,82,373,26,61,72,51,45,16,101,105,89.1,2.2,5.4,1.1,2.1,79.4,2.9,6.7,0.4,0.2,0.8,0.8,3.8,0.3,0.6,0.7,0.5,0.5,0.2,1,1.1
00BDGP,Richmond upon Thames,Whitton,Richmond upon ThamesWhitton,9149,7905,184,745,107,208,7227,313,365,42,10,86,46,500,90,46,109,58,41,8,72,136,86.4,2,8.1,1.2,2.3,79,3.4,4,0.5,0.1,0.9,0.5,5.5,1,0.5,1.2,0.6,0.4,0.1,0.8,1.5
00BEGD,Southwark,Camberwell Green,SouthwarkCamberwell Green,12798,6418,534,442,4954,450,5172,370,876,237,109,34,154,151,42,171,78,1478,3148,328,228,222,50.1,4.2,3.5,38.7,3.5,40.4,2.9,6.8,1.9,0.9,0.3,1.2,1.2,0.3,1.3,0.6,11.5,24.6,2.6,1.8,1.7
00BEGE,Southwark,Cathedrals,SouthwarkCathedrals,13115,8618,489,958,2327,723,6561,475,1582,153,106,92,138,278,103,486,91,538,1628,161,413,310,65.7,3.7,7.3,17.7,5.5,50,3.6,12.1,1.2,0.8,0.7,1.1,2.1,0.8,3.7,0.7,4.1,12.4,1.2,3.1,2.4
00BEGF,Southwark,Chaucer,SouthwarkChaucer,13058,6929,564,1453,3522,590,5253,396,1280,169,135,77,183,408,79,817,149,616,2660,246,357,233,53.1,4.3,11.1,27,4.5,40.2,3,9.8,1.3,1,0.6,1.4,3.1,0.6,6.3,1.1,4.7,20.4,1.9,2.7,1.8
00BEGG,Southwark,College,SouthwarkCollege,10294,7549,366,493,1699,187,6556,300,693,152,55,64,95,236,66,99,92,687,880,132,126,61,73.3,3.6,4.8,16.5,1.8,63.7,2.9,6.7,1.5,0.5,0.6,0.9,2.3,0.6,1,0.9,6.7,8.5,1.3,1.2,0.6
00BEGH,Southwark,East Dulwich,SouthwarkEast Dulwich,10840,7990,367,462,1855,166,6860,411,719,132,59,78,98,210,100,69,83,1074,601,180,88,78,73.7,3.4,4.3,17.1,1.5,63.3,3.8,6.6,1.2,0.5,0.7,0.9,1.9,0.9,0.6,0.8,9.9,5.5,1.7,0.8,0.7
00BEGJ,Southwark,East Walworth,SouthwarkEast Walworth,12000,7051,459,560,3512,418,5673,462,916,163,87,72,137,136,38,350,36,735,2517,260,235,183,58.8,3.8,4.7,29.3,3.5,47.3,3.9,7.6,1.4,0.7,0.6,1.1,1.1,0.3,2.9,0.3,6.1,21,2.2,2,1.5
00BEGK,Southwark,Faraday,SouthwarkFaraday,12697,6579,458,486,4488,686,5268,413,898,162,134,46,116,61,52,336,37,965,3199,324,416,270,51.8,3.6,3.8,35.3,5.4,41.5,3.3,7.1,1.3,1.1,0.4,0.9,0.5,0.4,2.6,0.3,7.6,25.2,2.6,3.3,2.1
00BEGM,Southwark,Livesey,SouthwarkLivesey,12070,6035,430,285,4947,373,4991,357,687,211,101,34,84,107,35,99,44,1321,3284,342,157,216,50,3.6,2.4,41,3.1,41.4,3,5.7,1.7,0.8,0.3,0.7,0.9,0.3,0.8,0.4,10.9,27.2,2.8,1.3,1.8
00BEGN,Southwark,Newington,SouthwarkNewington,12870,7834,535,464,3659,378,6395,536,903,216,141,42,136,112,9,269,74,1062,2371,226,198,180,60.9,4.2,3.6,28.4,2.9,49.7,4.2,7,1.7,1.1,0.3,1.1,0.9,0.1,2.1,0.6,8.3,18.4,1.8,1.5,1.4
00BEGP,Southwark,Nunhead,SouthwarkNunhead,10271,5644,482,341,3559,245,4756,316,572,194,101,76,111,129,38,98,76,1712,1552,295,87,158,55,4.7,3.3,34.7,2.4,46.3,3.1,5.6,1.9,1,0.7,1.1,1.3,0.4,1,0.7,16.7,15.1,2.9,0.8,1.5
00BEGQ,Southwark,Peckham,SouthwarkPeckham,11381,3669,508,335,6226,643,2928,220,521,212,123,40,133,78,38,142,77,1758,4060,408,399,244,32.2,4.5,2.9,54.7,5.6,25.7,1.9,4.6,1.9,1.1,0.4,1.2,0.7,0.3,1.2,0.7,15.4,35.7,3.6,3.5,2.1
00BEGR,Southwark,Peckham Rye,SouthwarkPeckham Rye,11248,7956,439,336,2383,134,6788,376,792,162,89,78,110,137,63,27,109,1178,1015,190,55,79,70.7,3.9,3,21.2,1.2,60.3,3.3,7,1.4,0.8,0.7,1,1.2,0.6,0.2,1,10.5,9,1.7,0.5,0.7
00BEGS,Southwark,Riverside,SouthwarkRiverside,10979,8592,287,288,1487,325,6950,386,1256,83,68,68,68,141,41,56,50,237,1158,92,179,146,78.3,2.6,2.6,13.5,3,63.3,3.5,11.4,0.8,0.6,0.6,0.6,1.3,0.4,0.5,0.5,2.2,10.5,0.8,1.6,1.3
00BEGT,Southwark,Rotherhithe,SouthwarkRotherhithe,11395,8503,314,338,1855,385,7240,301,962,104,62,35,113,171,59,48,60,352,1394,109,259,126,74.6,2.8,3,16.3,3.4,63.5,2.6,8.4,0.9,0.5,0.3,1,1.5,0.5,0.4,0.5,3.1,12.2,1,2.3,1.1
00BEGU,Southwark,South Bermondsey,SouthwarkSouth Bermondsey,11631,8221,376,272,2355,407,7115,308,798,123,71,63,119,130,28,55,59,527,1703,125,247,160,70.7,3.2,2.3,20.2,3.5,61.2,2.6,6.9,1.1,0.6,0.5,1,1.1,0.2,0.5,0.5,4.5,14.6,1.1,2.1,1.4
00BEGW,Southwark,South Camberwell,SouthwarkSouth Camberwell,11295,6933,430,486,3067,379,5799,314,820,152,105,61,112,210,86,104,86,1250,1633,184,229,150,61.4,3.8,4.3,27.2,3.4,51.3,2.8,7.3,1.3,0.9,0.5,1,1.9,0.8,0.9,0.8,11.1,14.5,1.6,2,1.3
00BEGX,Southwark,Surrey Docks,SouthwarkSurrey Docks,11346,9211,348,354,965,468,7649,289,1273,78,76,94,100,231,35,32,56,214,688,63,319,149,81.2,3.1,3.1,8.5,4.1,67.4,2.5,11.2,0.7,0.7,0.8,0.9,2,0.3,0.3,0.5,1.9,6.1,0.6,2.8,1.3
00BEGY,Southwark,The Lane,SouthwarkThe Lane,11973,7424,566,333,3412,238,6304,371,749,224,72,91,179,121,94,46,72,1695,1388,329,95,143,62,4.7,2.8,28.5,2,52.7,3.1,6.3,1.9,0.6,0.8,1.5,1,0.8,0.4,0.6,14.2,11.6,2.7,0.8,1.2
00BFGC,Sutton,Beddington North,SuttonBeddington North,9941,8922,170,468,308,73,8479,173,270,60,16,56,38,264,45,35,124,168,113,27,34,39,89.7,1.7,4.7,3.1,0.7,85.3,1.7,2.7,0.6,0.2,0.6,0.4,2.7,0.5,0.4,1.2,1.7,1.1,0.3,0.3,0.4
00BFGD,Sutton,Beddington South,SuttonBeddington South,10423,8746,229,732,570,146,8183,185,378,84,26,86,33,421,62,52,197,211,307,52,82,64,83.9,2.2,7,5.5,1.4,78.5,1.8,3.6,0.8,0.2,0.8,0.3,4,0.6,0.5,1.9,2,2.9,0.5,0.8,0.6
00BFGF,Sutton,Carshalton Central,SuttonCarshalton Central,9833,8925,206,350,225,127,8315,225,385,77,7,83,39,175,43,20,112,120,85,20,66,61,90.8,2.1,3.6,2.3,1.3,84.6,2.3,3.9,0.8,0.1,0.8,0.4,1.8,0.4,0.2,1.1,1.2,0.9,0.2,0.7,0.6
00BFGG,Sutton,Carshalton South and Clockhouse,SuttonCarshalton South and Clockhouse,9747,8766,173,472,239,97,8298,203,265,64,12,72,25,269,62,27,114,117,102,20,53,44,89.9,1.8,4.8,2.5,1,85.1,2.1,2.7,0.7,0.1,0.7,0.3,2.8,0.6,0.3,1.2,1.2,1,0.2,0.5,0.5
00BFGH,Sutton,Cheam,SuttonCheam,9695,8460,222,678,137,198,7886,188,386,45,18,86,73,375,67,27,209,43,86,8,96,102,87.3,2.3,7,1.4,2,81.3,1.9,4,0.5,0.2,0.9,0.8,3.9,0.7,0.3,2.2,0.4,0.9,0.1,1,1.1
00BFGJ,Sutton,Nonsuch,SuttonNonsuch,10160,9266,147,482,113,152,8828,204,234,48,5,56,38,195,69,10,208,59,45,9,91,61,91.2,1.4,4.7,1.1,1.5,86.9,2,2.3,0.5,0,0.6,0.4,1.9,0.7,0.1,2,0.6,0.4,0.1,0.9,0.6
00BFGL,Sutton,Stonecot,SuttonStonecot,10327,9197,204,531,241,154,8653,253,291,74,9,70,51,243,63,25,200,116,115,10,70,84,89.1,2,5.1,2.3,1.5,83.8,2.4,2.8,0.7,0.1,0.7,0.5,2.4,0.6,0.2,1.9,1.1,1.1,0.1,0.7,0.8
00BFGM,Sutton,Sutton Central,SuttonSutton Central,10016,8888,252,415,300,161,8126,281,481,98,20,75,59,152,63,73,127,108,170,22,67,94,88.7,2.5,4.1,3,1.6,81.1,2.8,4.8,1,0.2,0.7,0.6,1.5,0.6,0.7,1.3,1.1,1.7,0.2,0.7,0.9
00BFGN,Sutton,Sutton North,SuttonSutton North,9675,8701,184,434,239,117,8167,214,320,42,9,70,63,172,76,60,126,98,129,12,59,58,89.9,1.9,4.5,2.5,1.2,84.4,2.2,3.3,0.4,0.1,0.7,0.7,1.8,0.8,0.6,1.3,1,1.3,0.1,0.6,0.6
00BFGP,Sutton,Sutton South,SuttonSutton South,8827,7712,205,480,204,226,6996,178,538,41,9,92,63,245,60,24,151,89,103,12,72,154,87.4,2.3,5.4,2.3,2.6,79.3,2,6.1,0.5,0.1,1,0.7,2.8,0.7,0.3,1.7,1,1.2,0.1,0.8,1.7
00BFGQ,Sutton,Sutton West,SuttonSutton West,9980,8768,211,573,197,231,8026,225,517,52,24,80,55,300,128,13,132,70,120,7,97,134,87.9,2.1,5.7,2,2.3,80.4,2.3,5.2,0.5,0.2,0.8,0.6,3,1.3,0.1,1.3,0.7,1.2,0.1,1,1.3
00BFGR,Sutton,The Wrythe,SuttonThe Wrythe,10384,9453,238,318,272,103,9053,162,238,96,43,52,47,139,57,63,59,128,128,16,55,48,91,2.3,3.1,2.6,1,87.2,1.6,2.3,0.9,0.4,0.5,0.5,1.3,0.5,0.6,0.6,1.2,1.2,0.2,0.5,0.5
00BFGS,Sutton,Wallington North,SuttonWallington North,9974,9071,208,338,279,78,8604,178,289,63,30,69,46,166,56,18,98,116,137,26,45,33,90.9,2.1,3.4,2.8,0.8,86.3,1.8,2.9,0.6,0.3,0.7,0.5,1.7,0.6,0.2,1,1.2,1.4,0.3,0.5,0.3
00BFGT,Sutton,Wallington South,SuttonWallington South,9602,8589,187,432,268,126,8079,186,324,61,15,72,39,203,58,38,133,160,93,15,61,65,89.5,1.9,4.5,2.8,1.3,84.1,1.9,3.4,0.6,0.2,0.7,0.4,2.1,0.6,0.4,1.4,1.7,1,0.2,0.6,0.7
00BFGU,Sutton,Wandle Valley,SuttonWandle Valley,10722,9584,272,392,394,80,9123,217,244,119,45,47,61,170,80,21,121,179,171,44,34,46,89.4,2.5,3.7,3.7,0.7,85.1,2,2.3,1.1,0.4,0.4,0.6,1.6,0.7,0.2,1.1,1.7,1.6,0.4,0.3,0.4
00BFGW,Sutton,Worcester Park,SuttonWorcester Park,9874,8883,189,477,128,197,8361,218,304,35,16,72,66,195,83,29,170,63,60,5,88,109,90,1.9,4.8,1.3,2,84.7,2.2,3.1,0.4,0.2,0.7,0.7,2,0.8,0.3,1.7,0.6,0.6,0.1,0.9,1.1
00BGFW,Tower Hamlets,Bethnal Green North,Tower HamletsBethnal Green North,11765,6168,316,4284,761,236,5186,269,713,106,47,88,75,166,103,3915,100,342,373,46,126,110,52.4,2.7,36.4,6.5,2,44.1,2.3,6.1,0.9,0.4,0.7,0.6,1.4,0.9,33.3,0.8,2.9,3.2,0.4,1.1,0.9
00BGFX,Tower Hamlets,Bethnal Green South,Tower HamletsBethnal Green South,13675,5219,307,7046,822,281,4289,222,708,92,62,85,68,162,137,6609,138,289,469,64,151,130,38.2,2.2,51.5,6,2.1,31.4,1.6,5.2,0.7,0.5,0.6,0.5,1.2,1,48.3,1,2.1,3.4,0.5,1.1,1
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,Tower HamletsBlackwall and Cubitt Town,11939,7783,252,2471,661,772,6394,195,1194,68,31,85,68,181,122,2066,102,229,395,37,560,212,65.2,2.1,20.7,5.5,6.5,53.6,1.6,10,0.6,0.3,0.7,0.6,1.5,1,17.3,0.9,1.9,3.3,0.3,4.7,1.8
00BGFZ,Tower Hamlets,Bow East,Tower HamletsBow East,8797,6439,269,1096,815,178,5732,231,476,116,41,57,55,133,51,877,35,477,285,53,98,80,73.2,3.1,12.5,9.3,2,65.2,2.6,5.4,1.3,0.5,0.6,0.6,1.5,0.6,10,0.4,5.4,3.2,0.6,1.1,0.9
00BGGA,Tower Hamlets,Bow West,Tower HamletsBow West,10421,7418,290,1722,766,225,6546,225,647,129,39,59,63,198,46,1423,55,417,311,38,144,81,71.2,2.8,16.5,7.4,2.2,62.8,2.2,6.2,1.2,0.4,0.6,0.6,1.9,0.4,13.7,0.5,4,3,0.4,1.4,0.8
00BGGB,Tower Hamlets,Bromley-by-Bow,Tower HamletsBromley-by-Bow,11581,4537,387,4958,1261,438,3882,172,483,176,60,60,91,167,78,4639,74,466,701,94,245,193,39.2,3.3,42.8,10.9,3.8,33.5,1.5,4.2,1.5,0.5,0.5,0.8,1.4,0.7,40.1,0.6,4,6.1,0.8,2.1,1.7
00BGGC,Tower Hamlets,East India and Lansbury,Tower HamletsEast India and Lansbury,11496,6029,300,3510,1184,473,5352,213,464,115,64,67,54,129,84,3237,60,463,631,90,261,212,52.4,2.6,30.5,10.3,4.1,46.6,1.9,4,1,0.6,0.6,0.5,1.1,0.7,28.2,0.5,4,5.5,0.8,2.3,1.8
00BGGD,Tower Hamlets,Limehouse,Tower HamletsLimehouse,12484,6720,336,3989,894,545,5605,229,886,103,55,95,83,139,80,3684,86,318,514,62,337,208,53.8,2.7,32,7.2,4.4,44.9,1.8,7.1,0.8,0.4,0.8,0.7,1.1,0.6,29.5,0.7,2.5,4.1,0.5,2.7,1.7
00BGGE,Tower Hamlets,Mile End and Globe Town,Tower HamletsMile End and Globe Town,11801,6532,282,3941,789,257,5639,243,650,85,47,69,81,201,80,3537,123,299,448,42,128,129,55.4,2.4,33.4,6.7,2.2,47.8,2.1,5.5,0.7,0.4,0.6,0.7,1.7,0.7,30,1,2.5,3.8,0.4,1.1,1.1
00BGGF,Tower Hamlets,Mile End East,Tower HamletsMile End East,11139,5102,348,4308,1102,279,4356,215,531,154,57,65,72,203,85,3896,124,478,539,85,121,158,45.8,3.1,38.7,9.9,2.5,39.1,1.9,4.8,1.4,0.5,0.6,0.6,1.8,0.8,35,1.1,4.3,4.8,0.8,1.1,1.4
00BGGG,Tower Hamlets,Millwall,Tower HamletsMillwall,12892,8581,330,2372,712,897,6658,297,1626,87,29,116,98,199,52,2027,94,291,371,50,690,207,66.6,2.6,18.4,5.5,7,51.6,2.3,12.6,0.7,0.2,0.9,0.8,1.5,0.4,15.7,0.7,2.3,2.9,0.4,5.4,1.6
00BGGH,Tower Hamlets,St Dunstan`s and Stepney Green,Tower HamletsSt Dunstan`s and Stepney Green,12679,5664,266,5876,662,211,4956,214,494,76,41,100,49,191,81,5471,133,244,348,70,102,109,44.7,2.1,46.3,5.2,1.7,39.1,1.7,3.9,0.6,0.3,0.8,0.4,1.5,0.6,43.2,1,1.9,2.7,0.6,0.8,0.9
00BGGJ,Tower Hamlets,St Katherine`s and Wapping,Tower HamletsSt Katherine`s and Wapping,11245,7134,267,3146,392,306,5535,275,1324,47,48,102,70,231,61,2780,74,162,196,34,180,126,63.4,2.4,28,3.5,2.7,49.2,2.4,11.8,0.4,0.4,0.9,0.6,2.1,0.5,24.7,0.7,1.4,1.7,0.3,1.6,1.1
00BGGK,Tower Hamlets,Shadwell,Tower HamletsShadwell,12078,4680,221,6338,547,292,3772,219,689,44,38,92,47,171,109,5922,136,256,253,38,168,124,38.7,1.8,52.5,4.5,2.4,31.2,1.8,5.7,0.4,0.3,0.8,0.4,1.4,0.9,49,1.1,2.1,2.1,0.3,1.4,1
00BGGL,Tower Hamlets,Spitalfields and Banglatown,Tower HamletsSpitalfields and Banglatown,8383,2549,166,5246,301,121,1877,125,547,35,27,43,61,161,106,4874,105,94,190,17,65,56,30.4,2,62.6,3.6,1.4,22.4,1.5,6.5,0.4,0.3,0.5,0.7,1.9,1.3,58.1,1.3,1.1,2.3,0.2,0.8,0.7
00BGGM,Tower Hamlets,Weavers,Tower HamletsWeavers,11685,5918,302,4674,634,157,5014,285,619,101,45,88,68,117,61,4358,138,225,346,63,88,69,50.6,2.6,40,5.4,1.3,42.9,2.4,5.3,0.9,0.4,0.8,0.6,1,0.5,37.3,1.2,1.9,3,0.5,0.8,0.6
00BGGN,Tower Hamlets,Whitechapel,Tower HamletsWhitechapel,12046,4326,234,6830,439,217,3358,194,774,34,58,77,65,252,150,6238,190,175,226,38,109,108,35.9,1.9,56.7,3.6,1.8,27.9,1.6,6.4,0.3,0.5,0.6,0.5,2.1,1.2,51.8,1.6,1.5,1.9,0.3,0.9,0.9
00BHFX,Waltham Forest,Cann Hall,Waltham ForestCann Hall,11388,5999,515,1768,2876,230,4930,273,796,218,82,83,132,481,775,183,329,1522,1121,233,74,156,52.7,4.5,15.5,25.3,2,43.3,2.4,7,1.9,0.7,0.7,1.2,4.2,6.8,1.6,2.9,13.4,9.8,2,0.6,1.4
00BHFY,Waltham Forest,Cathall,Waltham ForestCathall,10608,5010,551,1973,2812,262,3980,206,824,257,100,81,113,548,941,232,252,1280,1268,264,69,193,47.2,5.2,18.6,26.5,2.5,37.5,1.9,7.8,2.4,0.9,0.8,1.1,5.2,8.9,2.2,2.4,12.1,12,2.5,0.7,1.8
00BHFZ,Waltham Forest,Chapel End,Waltham ForestChapel End,11098,7900,443,983,1627,145,7097,245,558,182,79,88,94,187,530,40,226,1001,459,167,45,100,71.2,4,8.9,14.7,1.3,63.9,2.2,5,1.6,0.7,0.8,0.8,1.7,4.8,0.4,2,9,4.1,1.5,0.4,0.9
00BHGA,Waltham Forest,Chingford Green,Waltham ForestChingford Green,9497,8819,147,178,285,68,8214,196,409,53,14,40,40,58,63,3,54,151,113,21,33,35,92.9,1.5,1.9,3,0.7,86.5,2.1,4.3,0.6,0.1,0.4,0.4,0.6,0.7,0,0.6,1.6,1.2,0.2,0.3,0.4
00BHGB,Waltham Forest,Endlebury,Waltham ForestEndlebury,10146,9008,196,456,428,58,8363,222,423,67,22,36,71,174,183,37,62,220,176,32,33,25,88.8,1.9,4.5,4.2,0.6,82.4,2.2,4.2,0.7,0.2,0.4,0.7,1.7,1.8,0.4,0.6,2.2,1.7,0.3,0.3,0.2
00BHGC,Waltham Forest,Forest,Waltham ForestForest,10427,5412,431,2592,1772,220,4399,337,676,130,75,113,113,548,1634,120,290,1094,548,130,87,133,51.9,4.1,24.9,17,2.1,42.2,3.2,6.5,1.2,0.7,1.1,1.1,5.3,15.7,1.2,2.8,10.5,5.3,1.2,0.8,1.3
00BHGD,Waltham Forest,Grove Green,Waltham ForestGrove Green,11400,5879,435,2512,2287,287,4550,309,1020,136,69,95,135,792,1200,193,327,1266,840,181,123,164,51.6,3.8,22,20.1,2.5,39.9,2.7,8.9,1.2,0.6,0.8,1.2,6.9,10.5,1.7,2.9,11.1,7.4,1.6,1.1,1.4
00BHGE,Waltham Forest,Hale End and Highams Park,Waltham ForestHale End and Highams Park,10075,8317,294,541,809,114,7743,211,363,120,41,52,81,147,247,37,110,464,265,80,49,65,82.6,2.9,5.4,8,1.1,76.9,2.1,3.6,1.2,0.4,0.5,0.8,1.5,2.5,0.4,1.1,4.6,2.6,0.8,0.5,0.6
00BHGF,Waltham Forest,Hatch Lane,Waltham ForestHatch Lane,9879,8923,201,322,396,37,8475,152,296,71,29,54,47,129,100,37,56,187,152,57,13,24,90.3,2,3.3,4,0.4,85.8,1.5,3,0.7,0.3,0.5,0.5,1.3,1,0.4,0.6,1.9,1.5,0.6,0.1,0.2
00BHGG,Waltham Forest,High Street,Waltham ForestHigh Street,11152,6533,408,2418,1486,307,5343,325,865,141,59,94,114,341,1553,70,454,800,534,152,96,211,58.6,3.7,21.7,13.3,2.8,47.9,2.9,7.8,1.3,0.5,0.8,1,3.1,13.9,0.6,4.1,7.2,4.8,1.4,0.9,1.9
00BHGH,Waltham Forest,Higham Hill,Waltham ForestHigham Hill,11161,6958,513,1398,2079,213,6154,236,568,179,73,133,128,282,708,117,291,1076,750,253,78,135,62.3,4.6,12.5,18.6,1.9,55.1,2.1,5.1,1.6,0.7,1.2,1.1,2.5,6.3,1,2.6,9.6,6.7,2.3,0.7,1.2
00BHGJ,Waltham Forest,Hoe Street,Waltham ForestHoe Street,11579,7106,465,2116,1599,293,5823,321,962,157,90,86,132,376,1281,84,375,835,606,158,113,180,61.4,4,18.3,13.8,2.5,50.3,2.8,8.3,1.4,0.8,0.7,1.1,3.2,11.1,0.7,3.2,7.2,5.2,1.4,1,1.6
00BHGK,Waltham Forest,Larkswood,Waltham ForestLarkswood,10582,9148,231,456,653,94,8439,200,509,97,17,62,55,181,174,9,92,372,224,57,38,56,86.4,2.2,4.3,6.2,0.9,79.7,1.9,4.8,0.9,0.2,0.6,0.5,1.7,1.6,0.1,0.9,3.5,2.1,0.5,0.4,0.5
00BHGL,Waltham Forest,Lea Bridge,Waltham ForestLea Bridge,12340,5707,437,2741,3211,244,4427,276,1004,192,55,81,109,628,1670,157,286,1831,1102,278,90,154,46.2,3.5,22.2,26,2,35.9,2.2,8.1,1.6,0.4,0.7,0.9,5.1,13.5,1.3,2.3,14.8,8.9,2.3,0.7,1.2
00BHGM,Waltham Forest,Leyton,Waltham ForestLeyton,12522,5754,517,2505,3480,266,4472,288,994,232,91,80,114,440,1409,323,333,1608,1499,373,79,187,46,4.1,20,27.8,2.1,35.7,2.3,7.9,1.9,0.7,0.6,0.9,3.5,11.3,2.6,2.7,12.8,12,3,0.6,1.5
00BHGN,Waltham Forest,Leytonstone,Waltham ForestLeytonstone,10635,6395,425,2217,1365,233,5246,301,848,128,82,112,103,1061,740,202,214,730,511,124,113,120,60.1,4,20.8,12.8,2.2,49.3,2.8,8,1.2,0.8,1.1,1,10,7,1.9,2,6.9,4.8,1.2,1.1,1.1
00BHGP,Waltham Forest,Markhouse,Waltham ForestMarkhouse,10866,5582,388,2763,1889,244,4591,241,750,150,72,61,105,541,1729,135,358,1031,651,207,67,177,51.4,3.6,25.4,17.4,2.2,42.3,2.2,6.9,1.4,0.7,0.6,1,5,15.9,1.2,3.3,9.5,6,1.9,0.6,1.6
00BHGQ,Waltham Forest,Valley,Waltham ForestValley,10680,8586,290,565,1151,88,7783,184,619,122,32,62,74,155,222,66,122,522,491,138,40,48,80.4,2.7,5.3,10.8,0.8,72.9,1.7,5.8,1.1,0.3,0.6,0.7,1.5,2.1,0.6,1.1,4.9,4.6,1.3,0.4,0.4
00BHGR,Waltham Forest,William Morris,Waltham ForestWilliam Morris,10975,6455,409,2175,1642,294,5431,250,774,185,39,86,99,329,1178,65,603,886,589,167,123,171,58.8,3.7,19.8,15,2.7,49.5,2.3,7.1,1.7,0.4,0.8,0.9,3,10.7,0.6,5.5,8.1,5.4,1.5,1.1,1.6
00BHGS,Waltham Forest,Wood Street,Waltham ForestWood Street,11331,7312,453,1537,1826,203,6234,339,739,190,74,81,108,273,958,56,250,921,731,174,80,123,64.5,4,13.6,16.1,1.8,55,3,6.5,1.7,0.7,0.7,1,2.4,8.5,0.5,2.2,8.1,6.5,1.5,0.7,1.1
00BJFZ,Wandsworth,Balham,WandsworthBalham,12840,10388,342,911,933,266,8777,342,1269,77,57,98,110,404,280,45,182,551,307,75,184,82,80.9,2.7,7.1,7.3,2.1,68.4,2.7,9.9,0.6,0.4,0.8,0.9,3.1,2.2,0.4,1.4,4.3,2.4,0.6,1.4,0.6
00BJGA,Wandsworth,Bedford,WandsworthBedford,13017,9938,422,1185,1235,237,8353,432,1153,119,48,132,123,574,400,33,178,707,429,99,115,122,76.3,3.2,9.1,9.5,1.8,64.2,3.3,8.9,0.9,0.4,1,0.9,4.4,3.1,0.3,1.4,5.4,3.3,0.8,0.9,0.9
